"Channel ID","Channel Label","Well ID","Well Label","Compound ID","Compound Name","Experiment","Dose [pM]","Dose Label","Spike Count","Spike Rate [Hz]","Burst Count","Mean Burst Duration [µs]","Mean Burst Spike Count","Mean Burst Spike Rate [Hz]","Percentage Spikes in Burst","Mean Interburst Interval [µs]","Active Channel","Network Burst Count","Mean Network Burst Duration [µs]","Mean Network Burst Spike Count","Mean Network Burst Spike Rate [Hz]","Percentage Spikes in Network Burst","Mean Network Interburst Interval [µs]"
"95","34","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4558,15.193,27,689114.815,145.37,196.851,86.112,10476128.431,True,24,838250,1723.125,171.54,94.398,11565269.565
"95","34","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",16707,55.69,132,544564.015,123.023,224.094,97.199,1731148.855,True,132,581655.682,1301.788,185.55,98.287,1693964.885
"113","21","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",1096,18.267,5,967880,202.4,209.051,92.336,10696600,True,5,996770,1709.6,143.5,90.685,10235600
"113","21","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4471,14.903,19,1032539.474,212.632,198.106,90.36,14614604.286,True,18,1100483.333,1785.167,135.607,86.381,14161535.294
"113","21","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",14519,48.397,107,590683.645,131.897,214.294,97.204,2232105.189,True,100,663820,1335.26,168.645,97.967,2358064.646
"114","31","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",702,11.7,6,650766.667,107.833,150.204,92.165,9622216.667,False,5,996770,1709.6,143.5,90.685,10235600
"114","31","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",2712,9.04,20,726102.5,121.9,161.497,89.897,13991593.056,False,18,1100483.333,1785.167,135.607,86.381,14161535.294
"114","31","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",10239,34.13,100,465506.5,99.22,212.209,96.904,2558127.273,False,100,663820,1335.26,168.645,97.967,2358064.646
"111","12","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",1152,19.2,5,845420,175.4,206.639,76.128,9632800,True,5,996770,1709.6,143.5,90.685,10235600
"111","12","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4983,16.61,20,820702.5,167.6,191.135,67.269,15150336.765,True,18,1100483.333,1785.167,135.607,86.381,14161535.294
"111","12","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",14527,48.423,107,600744.393,130.215,208.995,95.911,2222191.038,True,100,663820,1335.26,168.645,97.967,2358064.646
"112","22","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",503,8.383,7,380342.857,63.571,147.547,88.469,8746460,True,5,996770,1709.6,143.5,90.685,10235600
"112","22","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",1836,6.12,21,493923.81,79.238,149.952,90.632,14513391.429,False,18,1100483.333,1785.167,135.607,86.381,14161535.294
"112","22","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",9676,32.253,102,451507.843,92.382,201.4,97.385,2512489.109,False,100,663820,1335.26,168.645,97.967,2358064.646
"115","32","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",953,15.883,5,758240,156.6,205.636,82.162,10822631.25,True,5,996770,1709.6,143.5,90.685,10235600
"115","32","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3872,12.907,19,813015.789,158.158,188.377,77.608,14359717.143,True,18,1100483.333,1785.167,135.607,86.381,14161535.294
"115","32","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",13490,44.967,107,537775.701,122.28,218.93,96.99,2285608.491,True,100,663820,1335.26,168.645,97.967,2358064.646
"116","42","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",758,12.633,5,793010,143.8,180.753,94.855,10819012.5,True,5,996770,1709.6,143.5,90.685,10235600
"116","42","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",2961,9.87,19,800305.263,143.053,172.968,91.793,15555839.063,False,18,1100483.333,1785.167,135.607,86.381,14161535.294
"116","42","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",11467,38.223,113,464654.867,97.814,196.878,96.39,2208065.179,False,100,663820,1335.26,168.645,97.967,2358064.646
"110","13","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",461,7.683,7,398550,63,136.066,95.662,8734975,False,5,996770,1709.6,143.5,90.685,10235600
"110","13","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",1673,5.577,23,438784.783,67.348,140.274,92.588,13371923.684,False,18,1100483.333,1785.167,135.607,86.381,14161535.294
"110","13","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",7467,24.89,100,436481.5,72,163.487,96.424,2587534.343,False,100,663820,1335.26,168.645,97.967,2358064.646
"109","23","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",761,12.683,6,626275,118,177.572,93.035,9649744.444,False,5,996770,1709.6,143.5,90.685,10235600
"109","23","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",2956,9.853,20,756720,132.7,167.175,89.783,13972425,False,18,1100483.333,1785.167,135.607,86.381,14161535.294
"109","23","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",11445,38.15,101,493546.535,109.772,220.434,96.872,2499633,True,100,663820,1335.26,168.645,97.967,2358064.646
"118","33","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",1039,17.317,6,701641.667,142.833,182.662,82.483,9581788.889,True,5,996770,1709.6,143.5,90.685,10235600
"118","33","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4239,14.13,19,846228.947,168.263,192.977,75.419,14348501.429,True,18,1100483.333,1785.167,135.607,86.381,14161535.294
"118","33","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",13392,44.64,104,545778.846,123.298,220.536,95.751,2359666.019,True,100,663820,1335.26,168.645,97.967,2358064.646
"117","43","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",414,6.9,7,359592.857,53.143,124.741,89.855,8760365,False,5,996770,1709.6,143.5,90.685,10235600
"117","43","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",1465,4.883,24,371370.833,54.375,136.232,89.078,13407159.211,False,18,1100483.333,1785.167,135.607,86.381,14161535.294
"117","43","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",6649,22.163,101,397173.762,63.416,157.23,96.33,2596978.5,False,100,663820,1335.26,168.645,97.967,2358064.646
"108","24","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",565,9.417,7,442192.857,74.857,147.91,92.743,8727090,False,5,996770,1709.6,143.5,90.685,10235600
"108","24","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",2064,6.88,19,622155.263,99.105,154.314,91.231,15344703.03,False,18,1100483.333,1785.167,135.607,86.381,14161535.294
"108","24","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",9701,32.337,100,450623.5,93.79,206.978,96.681,2573262.626,False,100,663820,1335.26,168.645,97.967,2358064.646
"119","34","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",1022,17.033,5,920600,187.4,202.794,91.683,10706868.75,True,5,996770,1709.6,143.5,90.685,10235600
"119","34","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3967,13.223,19,885015.789,181.632,197.694,86.993,14307895.714,True,18,1100483.333,1785.167,135.607,86.381,14161535.294
"119","34","10","B5","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",13725,45.75,105,530555.238,126.029,230.949,96.415,2347312.981,True,100,663820,1335.26,168.645,97.967,2358064.646
"137","21","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",266,4.433,7,185514.286,30.429,154.355,80.075,8798950,False,6,879408.333,1533.333,146.065,96.436,9039090
"137","21","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",1011,3.37,29,165968.966,28.552,159.104,81.899,10842266.667,False,24,912831.25,1519.708,139.005,95.029,11302900
"137","21","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",3572,11.907,82,318251.22,41.28,126.998,94.765,3364445.679,False,84,680407.738,1250.81,148.745,97.271,2910034.337
"138","31","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",910,15.167,6,719650,147.167,203.139,97.033,9188205,True,6,879408.333,1533.333,146.065,96.436,9039090
"138","31","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3779,12.597,27,675701.852,134.556,185.403,96.137,10763186.735,True,24,912831.25,1519.708,139.005,95.029,11302900
"138","31","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",10547,35.157,94,510420.213,109.351,193.012,97.459,2695710.753,True,84,680407.738,1250.81,148.745,97.271,2910034.337
"135","12","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",725,12.083,7,587135.714,99.714,157.304,96.276,8374404.545,False,6,879408.333,1533.333,146.065,96.436,9039090
"135","12","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3029,10.097,26,665342.308,109.962,159.932,94.388,10784579.592,False,24,912831.25,1519.708,139.005,95.029,11302900
"135","12","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",8285,27.617,94,436698.404,81.606,170.485,92.589,2770137.634,False,84,680407.738,1250.81,148.745,97.271,2910034.337
"136","22","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",410,6.833,10,211795,33.7,140.155,82.195,6370703.333,False,6,879408.333,1533.333,146.065,96.436,9039090
"136","22","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",1597,5.323,39,240975.641,33.41,130.309,81.59,8244460.606,False,24,912831.25,1519.708,139.005,95.029,11302900
"136","22","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",5345,17.817,78,401454.487,63.09,153.847,92.067,3471758.442,False,84,680407.738,1250.81,148.745,97.271,2910034.337
"139","32","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",807,13.45,6,712808.333,131.167,182.723,97.522,9197645,False,6,879408.333,1533.333,146.065,96.436,9039090
"139","32","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3100,10.333,29,563037.931,102.759,168.499,96.129,10397195.098,False,24,912831.25,1519.708,139.005,95.029,11302900
"139","32","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",8967,29.89,89,481256.742,97.281,187.221,96.554,2907358.523,False,84,680407.738,1250.81,148.745,97.271,2910034.337
"140","42","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",460,7.667,9,317950,45.556,130.193,89.13,6314760,False,6,879408.333,1533.333,146.065,96.436,9039090
"140","42","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",1821,6.07,33,346150,48.636,125.855,88.138,8733109.677,False,24,912831.25,1519.708,139.005,95.029,11302900
"140","42","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",5412,18.04,79,389906.962,63.975,159.063,93.385,3434184.615,False,84,680407.738,1250.81,148.745,97.271,2910034.337
"134","13","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",1182,19.7,6,827633.333,188.167,226.571,95.516,9083210,True,6,879408.333,1533.333,146.065,96.436,9039090
"134","13","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4757,15.857,24,865260.417,186.667,215.324,94.177,11098490.426,True,24,912831.25,1519.708,139.005,95.029,11302900
"134","13","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",12648,42.16,96,588005.208,128.146,197.824,97.264,2549810,True,84,680407.738,1250.81,148.745,97.271,2910034.337
"133","23","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",861,14.35,6,770116.667,141.333,182.446,98.49,9156090,False,6,879408.333,1533.333,146.065,96.436,9039090
"133","23","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3312,11.04,26,675834.615,123.077,175.623,96.618,11008058.333,False,24,912831.25,1519.708,139.005,95.029,11302900
"133","23","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",9309,31.03,85,513322.353,105.941,195.904,96.734,3036417.857,False,84,680407.738,1250.81,148.745,97.271,2910034.337
"142","33","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",858,14.3,6,721600,135.333,186.226,94.639,9195830,True,6,879408.333,1533.333,146.065,96.436,9039090
"142","33","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3357,11.19,29,570191.379,106.345,170.921,91.868,10200117.308,True,24,912831.25,1519.708,139.005,95.029,11302900
"142","33","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",10104,33.68,93,496544.086,103.796,190.445,95.536,2744490.217,True,84,680407.738,1250.81,148.745,97.271,2910034.337
"141","43","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",1100,18.333,7,686928.571,145.429,190.775,92.545,8258972.727,True,6,879408.333,1533.333,146.065,96.436,9039090
"141","43","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4579,15.263,28,732357.143,147.786,185.429,90.369,10254228.431,True,24,912831.25,1519.708,139.005,95.029,11302900
"141","43","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",11850,39.5,92,556797.283,122.717,202.536,95.274,2719240.659,True,84,680407.738,1250.81,148.745,97.271,2910034.337
"132","24","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",1135,18.917,7,728607.143,152.286,189.436,93.921,8241459.091,True,6,879408.333,1533.333,146.065,96.436,9039090
"132","24","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4677,15.59,28,728214.286,149.964,189.518,89.78,10233243.137,True,24,912831.25,1519.708,139.005,95.029,11302900
"132","24","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",12719,42.397,98,560459.694,124.255,197.949,95.739,2512889.691,True,84,680407.738,1250.81,148.745,97.271,2910034.337
"143","34","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",826,13.767,6,717950,131.833,182.942,95.763,9189465,False,6,879408.333,1533.333,146.065,96.436,9039090
"143","34","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3362,11.207,24,757564.583,134.625,177.412,96.104,11232942.553,False,24,912831.25,1519.708,139.005,95.029,11302900
"143","34","11","B6","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",9258,30.86,101,462934.158,87.832,166.794,95.82,2519192.5,False,84,680407.738,1250.81,148.745,97.271,2910034.337
"286","21","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",0,0,0,"","","","","",False,0,"","","","",""
"286","21","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",9,0.03,0,"","","",0,"",False,0,"","","","",""
"286","21","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",2755,9.183,33,464731.818,81.788,174.584,97.967,8667214.063,False,33,538704.545,662.03,102.609,98.508,8595790.625
"277","31","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",1,0.017,0,"","","",0,"",False,0,"","","","",""
"277","31","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",11,0.037,0,"","","",0,"",False,0,"","","","",""
"277","31","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",1569,5.23,39,296943.59,37.769,123.483,93.881,7397073.684,False,33,538704.545,662.03,102.609,98.508,8595790.625
"284","12","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",1,0.017,0,"","","",0,"",False,0,"","","","",""
"284","12","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",9,0.03,0,"","","",0,"",False,0,"","","","",""
"284","12","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",3820,12.733,33,510304.545,113.515,220.963,98.063,8622818.75,True,33,538704.545,662.03,102.609,98.508,8595790.625
"287","22","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",5,0.083,0,"","","",0,"",False,0,"","","","",""
"287","22","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",11,0.037,0,"","","",0,"",False,0,"","","","",""
"287","22","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",2541,8.47,33,451239.394,74.636,163.919,96.93,8682709.375,False,33,538704.545,662.03,102.609,98.508,8595790.625
"276","32","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",2,0.033,0,"","","",0,"",False,0,"","","","",""
"276","32","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",2,0.007,0,"","","",0,"",False,0,"","","","",""
"276","32","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",1383,4.61,48,226279.167,26.813,115.44,93.059,5993569.149,False,33,538704.545,662.03,102.609,98.508,8595790.625
"279","42","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",1,0.017,0,"","","",0,"",False,0,"","","","",""
"279","42","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",5,0.017,0,"","","",0,"",False,0,"","","","",""
"279","42","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",612,2.04,33,93487.879,8.606,87.015,46.405,8220775,False,33,538704.545,662.03,102.609,98.508,8595790.625
"285","13","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",1,0.017,0,"","","",0,"",False,0,"","","","",""
"285","13","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",5,0.017,0,"","","",0,"",False,0,"","","","",""
"285","13","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",3802,12.673,34,514814.706,110.294,209.937,98.632,8343786.364,False,33,538704.545,662.03,102.609,98.508,8595790.625
"282","23","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",1,0.017,0,"","","",0,"",False,0,"","","","",""
"282","23","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",3,0.01,0,"","","",0,"",False,0,"","","","",""
"282","23","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",218,0.727,3,62916.667,7,96.956,9.633,19125600,False,33,538704.545,662.03,102.609,98.508,8595790.625
"281","33","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",0,0,0,"","","","","",False,0,"","","","",""
"281","33","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",6,0.02,0,"","","",0,"",False,0,"","","","",""
"281","33","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",1401,4.67,52,209402.885,25.058,122.339,93.005,5523890.196,False,33,538704.545,662.03,102.609,98.508,8595790.625
"278","43","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",2,0.033,0,"","","",0,"",False,0,"","","","",""
"278","43","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",7,0.023,0,"","","",0,"",False,0,"","","","",""
"278","43","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",984,3.28,56,136730.357,14.571,105.998,82.927,5180380.909,False,33,538704.545,662.03,102.609,98.508,8595790.625
"283","24","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",2,0.033,0,"","","",0,"",False,0,"","","","",""
"283","24","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",7,0.023,0,"","","",0,"",False,0,"","","","",""
"283","24","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",1532,5.107,47,251482.979,30.447,116.501,93.407,6102907.609,False,33,538704.545,662.03,102.609,98.508,8595790.625
"280","34","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",2,0.033,0,"","","",0,"",False,0,"","","","",""
"280","34","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",10,0.033,0,"","","",0,"",False,0,"","","","",""
"280","34","18","D1","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",1561,5.203,43,266797.674,34.419,127.924,94.811,6692646.429,False,33,538704.545,662.03,102.609,98.508,8595790.625
"262","21","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",1,0.017,0,"","","",0,"",False,0,"","","","",""
"262","21","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",8,0.027,0,"","","",0,"",False,0,"","","","",""
"262","21","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",2748,9.16,35,409091.429,77.314,187.359,98.472,8371970.588,False,36,455850,808,144.822,98.577,8074220
"253","31","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",2,0.033,0,"","","",0,"",False,0,"","","","",""
"253","31","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",13,0.043,0,"","","",0,"",False,0,"","","","",""
"253","31","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",1968,6.56,52,245164.423,36.885,154.831,97.459,5612022.549,False,36,455850,808,144.822,98.577,8074220
"260","12","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",1,0.017,0,"","","",0,"",False,0,"","","","",""
"260","12","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",10,0.033,0,"","","",0,"",False,0,"","","","",""
"260","12","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",1887,6.29,49,254964.286,37.633,151.976,97.721,5968259.375,False,36,455850,808,144.822,98.577,8074220
"263","22","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",1,0.017,0,"","","",0,"",False,0,"","","","",""
"263","22","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",9,0.03,0,"","","",0,"",False,0,"","","","",""
"263","22","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",2793,9.31,40,367878.75,68.775,182.088,98.496,7289489.744,False,36,455850,808,144.822,98.577,8074220
"252","32","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",2,0.033,0,"","","",0,"",False,0,"","","","",""
"252","32","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",14,0.047,0,"","","",0,"",False,0,"","","","",""
"252","32","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",2923,9.743,36,428033.333,79.917,183.091,98.426,8102012.857,False,36,455850,808,144.822,98.577,8074220
"255","42","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",2,0.033,0,"","","",0,"",False,0,"","","","",""
"255","42","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",12,0.04,0,"","","",0,"",False,0,"","","","",""
"255","42","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",3410,11.367,34,458895.588,99.118,214.394,98.827,8587051.515,False,36,455850,808,144.822,98.577,8074220
"261","13","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",2,0.033,0,"","","",0,"",False,0,"","","","",""
"261","13","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",10,0.033,0,"","","",0,"",False,0,"","","","",""
"261","13","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",2576,8.587,43,328106.977,58.581,177.379,97.787,6782698.81,False,36,455850,808,144.822,98.577,8074220
"258","23","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",2,0.033,0,"","","",0,"",False,0,"","","","",""
"258","23","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",7,0.023,0,"","","",0,"",False,0,"","","","",""
"258","23","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",2715,9.05,40,367948.75,66.1,175.431,97.385,7288801.282,False,36,455850,808,144.822,98.577,8074220
"257","33","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",3,0.05,0,"","","",0,"",False,0,"","","","",""
"257","33","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Drug 2",6,0.02,0,"","","",0,"",False,0,"","","","",""
"257","33","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","","Convulsant",1046,3.487,64,102009.375,12.797,121.011,78.298,4639161.111,False,36,455850,808,144.822,98.577,8074220
"254","43","19","D2","100uM Tiagabine","","100uM_Tiagabine_3659_A17_Drug_2_190321","0","Control",1,0.017,0,"","","",0,"",False,0,"","","","",""
